johnnydmad EX5 test console
Using ff6.smc as source
Playlist file is set to default.txt

press enter to continue or type:
    "chaos" to test chaotic mode
    "sfxv" to check songs for errors, sorted by longest sequence variant
    "mem" to check songs for errors, sorted by highest memory use variant
    "pool" to simulate many seeds and report the observed probability pools for each track
    "battle" to simulate many seeds and report probabilities for only battle music
    "pl FILENAME" to set FILENAME as playlist instead of default
    "dm FILENAME" to generate a test tierboss MML file including FILENAME
pool


[--------------------------------------------------] 9999/10000
[PRELUDE]:
    03.1% xg_theme            (312 / 10000)
     2.1% (12.4%) as awakening
     1.7% (10.0%) as moogles
SD2_DEATH appears in 8.3% of seeds:
     8.3% (100.0%) as death
SD2_DESERT appears in 36.1% of seeds:
     4.7% (13.1%) as gogo
     3.7% (10.2%) as mountain
     3.6% ( 9.9%) as strago
     3.6% ( 9.9%) as serpent
     2.9% ( 7.9%) as veldt
     2.7% ( 7.5%) as shadow
     2.4% ( 6.8%) as gau
     2.1% ( 5.8%) as cyan
     1.9% ( 5.4%) as umaro
     1.8% ( 5.1%) as engine
     1.6% ( 4.4%) as owzer
     1.5% ( 4.2%) as cave
     1.4% ( 3.8%) as ancient
     1.2% ( 3.4%) as zozo
     1.0% ( 2.7%) as dream
SD2_DWARF appears in 9.8% of seeds:
     3.2% (32.6%) as what
     2.5% (25.7%) as spinach
     1.7% (17.3%) as moogles
     1.6% (16.1%) as prelude
     0.8% ( 8.2%) as grandfinale
SD2_ETERNAL appears in 22.1% of seeds:
     5.5% (24.9%) as empire
     2.7% (12.4%) as train
     2.4% (10.9%) as fanatics
     2.4% (10.8%) as tomb
     2.0% ( 9.1%) as phoenix
     1.7% ( 7.5%) as ruin
     1.6% ( 7.2%) as forest
     1.4% ( 6.4%) as ancient
     1.3% ( 5.8%) as omen3
     1.1% ( 5.0%) as dream
SD2_FIELD appears in 9.5% of seeds:
     3.3% (34.6%) as cave
     2.6% (27.2%) as balance
     2.0% (21.0%) as mountain
     1.6% (17.2%) as forest
SD2_FINAL appears in 6.1% of seeds:
     3.3% (54.8%) as dmad5
     1.3% (21.2%) as floating
     0.9% (14.1%) as grandfinale
     0.6% ( 9.9%) as atma
SD2_FLAMMIE appears in 9.1% of seeds:
     5.1% (55.5%) as blackjack
     2.1% (23.5%) as setzer
     1.9% (21.1%) as falcon
SD2_FOREST appears in 10.5% of seeds:
     3.1% (29.1%) as forest
     2.2% (21.2%) as mountain
     1.9% (17.9%) as relm
     1.9% (17.8%) as moogles
     1.5% (13.9%) as prelude
SD2_FORGET appears in 15.2% of seeds:
     6.3% (41.6%) as coin
     5.7% (37.5%) as celes
     3.2% (20.9%) as daryl
SD2_FORTRESS appears in 11.2% of seeds:
     2.9% (26.1%) as mount2
     2.8% (25.1%) as bat4
     2.4% (21.1%) as falcon
     1.9% (17.3%) as serpent
     1.2% (10.4%) as floating
SD2_HOPE appears in 8.2% of seeds:
     2.4% (28.7%) as setzer
     2.2% (27.2%) as gate
     1.8% (22.3%) as espers
     1.8% (21.8%) as catastrophe
SD2_INTRUDER appears in 15.2% of seeds:
     4.3% (28.2%) as owzer
     3.3% (21.5%) as shadow
     3.2% (21.0%) as ancient
     2.5% (16.4%) as martiallaw
     1.2% ( 7.9%) as tomb
     0.8% ( 5.0%) as ruin
SD2_JEMA appears in 19.8% of seeds:
     6.5% (33.0%) as figaro
     5.5% (27.8%) as returners
     4.7% (23.7%) as cyan
     3.0% (15.4%) as locke
SD2_JEMA:VIC appears in 2.6% of seeds:
     2.6% (100.0%) as fanfare
SD2_LEGEND appears in 20.6% of seeds:
     2.9% (14.2%) as shadow
     2.5% (12.2%) as umaro
     2.4% (11.7%) as gogo
     1.9% ( 9.3%) as mountain
     1.8% ( 8.9%) as falcon
     1.8% ( 8.6%) as serpent
     1.7% ( 8.5%) as mount2
     1.5% ( 7.2%) as zozo
     1.5% ( 7.2%) as forest
     1.4% ( 6.6%) as ancient
     1.2% ( 5.6%) as dream
SD2_LOFTY appears in 20.8% of seeds:
     2.9% (14.1%) as shadow
     2.6% (12.3%) as martiallaw
     2.1% (10.1%) as owzer
     2.1% (10.1%) as mountain
     2.1% ( 9.9%) as cyan
     1.9% ( 9.2%) as espers
     1.8% ( 8.7%) as ruintown
     1.7% ( 8.3%) as cave
     1.4% ( 6.7%) as ancient
     1.4% ( 6.5%) as forest
     0.9% ( 4.1%) as ruin
SD2_MANA appears in 11.2% of seeds:
     3.2% (28.2%) as daryl
     2.2% (19.5%) as gate
     2.0% (18.0%) as owzer
     1.8% (16.1%) as cave
     1.1% (10.2%) as tomb
     0.9% ( 8.0%) as ruin
SD2_MATANGO appears in 9.6% of seeds:
     6.5% (67.6%) as veldt
     3.1% (32.4%) as what
SD2_MEMORIES appears in 17.8% of seeds:
     6.5% (36.4%) as daryl
     6.1% (34.4%) as coin
     5.2% (29.2%) as gau
SD2_MORNING appears in 8.8% of seeds:
     4.2% (48.1%) as metamorphosis
     3.3% (38.2%) as catastrophe
     1.2% (13.7%) as floating
SD2_POPOI appears in 13.2% of seeds:
     3.6% (27.6%) as moogles
     2.6% (19.8%) as fanfare
     2.2% (16.8%) as spinach
     1.7% (13.2%) as johnny
     1.6% (11.7%) as village
     1.5% (11.0%) as prelude
SD2_PRAYER appears in 9.3% of seeds:
     2.1% (22.8%) as owzer
     2.0% (21.3%) as espers
     1.5% (16.3%) as forest
     1.4% (15.3%) as prelude
     1.3% (13.6%) as tomb
     1.0% (10.8%) as ruin
SD2_PROPHECY appears in 7.4% of seeds:
     2.8% (37.7%) as fanatics
     2.1% (28.5%) as serpent
     1.8% (23.8%) as catastrophe
     0.7% (10.0%) as grandfinale
SD2_PURELAND appears in 9.5% of seeds:
     1.8% (19.1%) as cave
     1.8% (18.5%) as ruin
     1.7% (17.6%) as espers
     1.6% (16.9%) as forest
     1.3% (14.0%) as dream
     1.3% (14.0%) as omen3
SD2_ROSE appears in 14.1% of seeds:
     6.2% (43.9%) as coin
     3.0% (21.4%) as celes
     2.8% (19.9%) as rachel
     1.3% ( 9.1%) as tomb
     0.8% ( 5.7%) as ruin
SD2_SCORPION appears in 11.6% of seeds:
     3.6% (30.8%) as johnny
     3.3% (28.6%) as shadow
     2.4% (20.8%) as martiallaw
     2.3% (19.8%) as spinach
SD2_SEA appears in 13.2% of seeds:
     3.8% (28.4%) as serpent
     3.1% (23.8%) as ancient
     2.1% (15.7%) as mountain
     1.6% (12.4%) as mount2
     1.5% (11.6%) as zozo
     1.1% ( 8.0%) as floating
SD2_SPIRIT appears in 9.6% of seeds:
     6.1% (63.8%) as coin
     2.5% (26.1%) as celes
     1.0% (10.0%) as ruin
SD2_STAR appears in 7.9% of seeds:
     6.0% (76.4%) as empire
     1.9% (23.6%) as ruin
SD2_STEEL appears in 8.2% of seeds:
     2.9% (35.8%) as zozo
     2.9% (35.7%) as magitek
     2.3% (28.6%) as engine
SD2_TASNICA appears in 13.7% of seeds:
     7.0% (51.4%) as figaro
     6.7% (48.6%) as returners
SD2_THANATOS appears in 9.4% of seeds:
     5.1% (53.9%) as fanatics
     1.9% (20.7%) as owzer
     1.4% (14.3%) as train
     1.0% (11.0%) as dream
SD2_THANATOS (DM) appears in 8.6% of seeds:
     3.0% (34.3%) as tier3
     2.9% (33.7%) as tier1
     2.8% (32.0%) as tier2
SD2_THUNDER appears in 13.9% of seeds:
     5.0% (35.8%) as mountain
     2.9% (21.2%) as veldt
     2.4% (17.1%) as gogo
     1.9% (13.5%) as moogles
     1.7% (12.4%) as mount2
SD2_TOWN appears in 10.6% of seeds:
     3.5% (32.8%) as moogles
     3.0% (28.7%) as village
     2.1% (19.6%) as town
     2.0% (18.9%) as relm
SD2_WISH appears in 3.0% of seeds:
     1.9% (61.8%) as ruin
     1.2% (38.2%) as tomb
SD3_ANGELS appears in 11.4% of seeds:
     4.2% (36.4%) as espers
     2.0% (17.3%) as phoenix
     1.9% (17.0%) as gate
     1.8% (15.7%) as awakening
     1.6% (13.6%) as omen3
SD3_BLACKMARKET appears in 11.3% of seeds:
     3.2% (28.5%) as narshe
     2.9% (25.8%) as shadow
     2.6% (23.2%) as zozo
     2.5% (22.5%) as martiallaw
SD3_CHARLOTTE appears in 15.6% of seeds:
     6.3% (40.2%) as what
     2.4% (15.5%) as spinach
     2.0% (12.9%) as strago
     1.8% (11.4%) as relm
     1.8% (11.3%) as moogles
     1.4% ( 8.8%) as prelude
SD3_COUNTERPOINT appears in 9.0% of seeds:
     6.7% (74.2%) as veldt
     2.3% (25.8%) as umaro
SD3_FAITH appears in 11.1% of seeds:
     2.9% (26.0%) as boss
     2.4% (21.8%) as atma
     2.2% (19.5%) as metamorphosis
     1.8% (16.4%) as ktower
     1.1% (10.3%) as floating
     0.7% ( 5.9%) as grandfinale
SD3_FINAL3 appears in 13.9% of seeds:
     4.4% (31.9%) as falcon
     3.0% (21.4%) as dmad5
     2.1% (14.7%) as unforgiven
     2.0% (14.4%) as ktower
     1.2% ( 8.8%) as floating
     0.8% ( 5.6%) as grandfinale
     0.4% ( 3.2%) as atma
SD3_FLIGHT appears in 11.0% of seeds:
     4.6% (42.1%) as blackjack
     2.4% (21.4%) as falcon
     2.1% (18.7%) as setzer
     2.0% (17.8%) as serpent
SD3_HOLYLAND appears in 9.0% of seeds:
     2.5% (27.5%) as tomb
     2.2% (24.1%) as strago
     1.8% (19.8%) as ruintown
     1.6% (18.1%) as forest
     0.9% (10.5%) as ruin
SD3_INTOLERANCE appears in 7.8% of seeds:
     5.7% (72.5%) as empire
     1.2% (15.8%) as train
     0.9% (11.7%) as ruin
SD3_MANA appears in 26.1% of seeds:
     5.5% (21.1%) as boss
     3.6% (13.8%) as metamorphosis
     2.2% ( 8.6%) as atma
     2.1% ( 8.2%) as magitek
     2.1% ( 7.8%) as floating
     2.0% ( 7.5%) as unforgiven
     1.9% ( 7.4%) as ktower
     1.8% ( 7.0%) as phoenix
     1.6% ( 5.9%) as ancient
     1.5% ( 5.7%) as catastrophe
     1.1% ( 4.3%) as dream
     0.7% ( 2.6%) as grandfinale
SD3_PATHS appears in 14.0% of seeds:
     4.4% (31.5%) as mountain
     2.7% (19.1%) as gogo
     2.1% (14.8%) as serpent
     1.8% (12.7%) as mount2
     1.6% (11.2%) as cave
     1.5% (10.8%) as forest
SD3_PRAY appears in 9.6% of seeds:
     3.6% (38.2%) as ruintown
     3.1% (32.5%) as rachel
     2.0% (20.9%) as awakening
     0.8% ( 8.4%) as ruin
SD3_SEA appears in 17.7% of seeds:
     6.3% (35.4%) as daryl
     5.5% (31.3%) as gau
     2.6% (15.0%) as coin
     1.3% ( 7.5%) as tomb
     1.1% ( 6.2%) as dream
     0.8% ( 4.6%) as ruin
SD3_STEEL appears in 10.5% of seeds:
     7.3% (70.0%) as figaro
     3.1% (30.0%) as returners
SD3_STEEL:VIC appears in 2.9% of seeds:
     2.9% (100.0%) as fanfare
SD3_TENSION appears in 20.0% of seeds:
     4.1% (20.7%) as boss
     3.9% (19.4%) as johnny
     3.2% (15.9%) as locke
     2.4% (11.9%) as blackjack
     2.1% (10.8%) as chocobo
     2.0% (10.0%) as setzer
     1.6% ( 8.1%) as savethem
     0.7% ( 3.3%) as grandfinale
SD3_WINTER appears in 23.6% of seeds:
     5.5% (23.1%) as narshe
     2.9% (12.1%) as omen3
     2.7% (11.4%) as daryl
     2.1% ( 8.7%) as serpent
     1.9% ( 8.1%) as owzer
     1.8% ( 7.7%) as ruin
     1.7% ( 7.2%) as cave
     1.6% ( 6.7%) as ruintown
     1.4% ( 5.8%) as ancient
     1.2% ( 5.2%) as train
     0.9% ( 4.0%) as dream
SDLM_BONDS appears in 10.4% of seeds:
     3.0% (29.4%) as rachel
     2.6% (24.8%) as gau
     1.7% (16.3%) as ruintown
     1.6% (15.7%) as omen3
     1.4% (13.7%) as prelude
SDLM_LANDSCAPE appears in 11.6% of seeds:
     4.1% (35.6%) as serpent
     2.4% (20.4%) as falcon
     2.1% (18.2%) as mountain
     1.7% (14.4%) as mount2
     1.3% (11.3%) as floating
SDLM_NOSTALGIC appears in 17.4% of seeds:
     6.2% (35.5%) as rachel
     3.6% (20.6%) as ruintown
     3.4% (19.3%) as daryl
     2.4% (14.0%) as gau
     1.8% (10.6%) as awakening
SDLM_PAIN appears in 6.7% of seeds:
     3.5% (53.2%) as boss
     2.5% (36.8%) as atma
     0.7% (10.1%) as grandfinale
SDLM_SNOWFIELD appears in 10.1% of seeds:
     4.0% (39.5%) as serpent
     1.9% (19.2%) as moogles
     1.6% (15.9%) as ancient
     1.4% (14.0%) as zozo
     1.1% (11.4%) as dream
SDLM_WIND appears in 9.9% of seeds:
     4.5% (44.9%) as mountain
     2.3% (23.2%) as blackjack
     1.6% (16.4%) as mount2
     1.5% (15.5%) as forest
SF2_BALROG appears in 7.4% of seeds:
     2.4% (33.2%) as bat2
     2.1% (28.5%) as bat3
     2.1% (28.0%) as johnny
     0.8% (10.3%) as grandfinale
SF2_GUILE appears in 26.4% of seeds:
     5.3% (20.2%) as locke
     2.3% ( 8.6%) as battle
     2.2% ( 8.3%) as mboss
     2.1% ( 8.1%) as chocobo
     2.1% ( 8.1%) as blackjack
     1.9% ( 7.2%) as bat2
     1.8% ( 6.6%) as setzer
     1.7% ( 6.6%) as johnny
     1.7% ( 6.3%) as savethem
     1.6% ( 5.9%) as mount2
     1.4% ( 5.5%) as bat3
     1.2% ( 4.5%) as grandfinale
     1.1% ( 4.1%) as floating
SF2_KEN appears in 23.9% of seeds:
     4.8% (20.1%) as battle
     3.6% (15.0%) as bat2
     3.5% (14.5%) as unforgiven
     3.4% (14.4%) as bat3
     2.6% (10.8%) as locke
     2.1% ( 8.7%) as mboss
     1.8% ( 7.7%) as setzer
     1.6% ( 6.6%) as johnny
     0.5% ( 2.1%) as grandfinale
SMB2_OVER appears in 4.2% of seeds:
     4.2% (100.0%) as johnny
SMB2_SELECT appears in 10.8% of seeds:
     4.5% (41.9%) as spinach
     2.8% (26.0%) as prelude
     1.8% (16.2%) as johnny
     1.7% (15.9%) as moogles
SMB3_CREDITS appears in 3.8% of seeds:
     2.4% (62.9%) as spinach
     1.4% (37.1%) as village
SMRPG_BATTLE appears in 25.1% of seeds:
     4.5% (17.8%) as blackjack
     4.0% (16.0%) as chocobo
     3.6% (14.5%) as johnny
     3.0% (11.8%) as grandfinale
     2.6% (10.4%) as battle
     2.3% ( 9.3%) as fanfare
     2.0% ( 7.8%) as spinach
     1.6% ( 6.3%) as mount2
     1.6% ( 6.2%) as moogles
SMRPG_FOREST appears in 12.5% of seeds:
     4.9% (39.0%) as gogo
     3.1% (24.9%) as what
     1.6% (12.9%) as forest
     1.6% (12.4%) as moogles
     1.4% (10.8%) as dream
SMRPG_ROAD appears in 20.9% of seeds:
     3.2% (15.2%) as what
     3.1% (14.8%) as moogles
     2.3% (10.8%) as blackjack
     2.2% (10.7%) as spinach
     2.2% (10.6%) as chocobo
     2.2% (10.3%) as mountain
     1.7% ( 8.2%) as relm
     1.6% ( 7.4%) as johnny
     1.4% ( 6.6%) as village
     1.1% ( 5.4%) as prelude
SMRPG_ROAD2 appears in 12.9% of seeds:
     4.3% (33.4%) as spinach
     2.5% (19.1%) as gogo
     2.3% (17.9%) as mountain
     2.0% (15.5%) as johnny
     1.8% (14.2%) as moogles
SMW_CASTLE appears in 14.0% of seeds:
     4.6% (32.6%) as owzer
     2.3% (16.6%) as gogo
     2.3% (16.2%) as umaro
     1.4% (10.0%) as train
     1.3% ( 9.0%) as dream
     1.2% ( 8.6%) as zozo
     1.0% ( 6.9%) as ruin
SO2_KURIK appears in 14.6% of seeds:
     3.6% (24.9%) as town
     3.3% (22.7%) as figaro
     2.4% (16.2%) as gogo
     2.3% (15.7%) as cyan
     1.7% (11.9%) as moogles
     1.3% ( 8.6%) as village
SO2_RESCUE appears in 14.2% of seeds:
     4.6% (32.1%) as magitek
     2.2% (15.6%) as mboss
     1.8% (12.7%) as savethem
     1.8% (12.7%) as unforgiven
     1.5% (10.3%) as mount2
     1.2% ( 8.7%) as bat2
     1.1% ( 7.9%) as floating
SO2_VICTORY appears in 6.3% of seeds:
     6.3% (100.0%) as fanfare
SO2_WORLD1 appears in 6.8% of seeds:
     4.3% (63.6%) as falcon
     2.5% (36.4%) as cyan
SO2_WORLD1:A appears in 3.4% of seeds:
     3.4% (100.0%) as figaro
SO2_WORLD1:B appears in 6.0% of seeds:
     2.1% (34.9%) as phoenix
     2.0% (33.4%) as gate
     1.9% (31.7%) as espers
SOTS_BOSS appears in 1.7% of seeds:
     1.0% (60.8%) as dream
     0.7% (39.2%) as grandfinale
SOTS_BOSS:NOINTRO appears in 8.4% of seeds:
     4.5% (53.5%) as cyan
     2.1% (24.8%) as mountain
     1.8% (21.7%) as cave
SPO_FIGHT appears in 9.2% of seeds:
     2.6% (28.6%) as battle
     2.5% (26.7%) as mboss
     2.0% (21.8%) as unforgiven
     1.2% (12.7%) as bat2
     0.9% (10.3%) as grandfinale
ST_DUNGEON appears in 6.2% of seeds:
     3.6% (58.3%) as cave
     1.4% (22.0%) as train
     1.2% (19.7%) as dream
STH1_FINAL appears in 8.9% of seeds:
     4.0% (45.4%) as ktower
     2.7% (30.0%) as dmad5
     2.2% (24.6%) as bat4
STH1_HILL appears in 7.6% of seeds:
     5.2% (68.2%) as chocobo
     2.4% (31.8%) as blackjack
STH1_MARBLE appears in 5.3% of seeds:
     2.8% (53.7%) as zozo
     2.5% (46.3%) as engine
STH1_SPRING appears in 5.5% of seeds:
     3.7% (66.7%) as johnny
     1.8% (33.3%) as moogles
TN_DARKWORLD appears in 9.4% of seeds:
     2.2% (23.8%) as falcon
     2.1% (22.3%) as espers
     1.9% (20.0%) as cave
     1.8% (19.5%) as ruin
     1.4% (14.4%) as omen3
TN_EVERGREEN appears in 9.7% of seeds:
     4.2% (43.0%) as relm
     3.9% (40.5%) as awakening
     1.6% (16.5%) as forest
TOB_VELVET appears in 6.5% of seeds:
     3.0% (46.5%) as rachel
     2.1% (31.6%) as awakening
     1.4% (21.9%) as omen3
TOB_VELVET:PART1 appears in 4.9% of seeds:
     2.8% (56.7%) as gau
     1.3% (26.5%) as tomb
     0.8% (16.8%) as ruin
TOB_VELVET:PART2 appears in 2.9% of seeds:
     2.9% (100.0%) as locke
TOP_BATTLE appears in 9.1% of seeds:
     2.2% (23.9%) as battle
     2.2% (23.8%) as gate
     1.7% (18.9%) as mount2
     1.5% (15.9%) as bat2
     0.8% ( 9.0%) as bat3
     0.8% ( 8.5%) as grandfinale
TOP_BOSS appears in 13.1% of seeds:
     3.7% (28.5%) as bat3
     2.3% (17.4%) as engine
     2.1% (16.0%) as mboss
     2.0% (15.2%) as bat4
     1.6% (12.1%) as unforgiven
     1.4% (10.9%) as boss
TOP_BOSS (DM) appears in 6.5% of seeds:
     2.3% (34.7%) as tier2
     2.2% (34.4%) as tier1
     2.0% (31.0%) as tier3
TOP_COLD appears in 26.8% of seeds:
     5.5% (20.5%) as narshe
     3.8% (14.0%) as espers
     3.6% (13.3%) as cave
     2.8% (10.4%) as shadow
     2.1% ( 7.7%) as gate
     1.9% ( 6.9%) as serpent
     1.7% ( 6.5%) as owzer
     1.6% ( 5.8%) as ruin
     1.5% ( 5.5%) as ancient
     1.3% ( 5.0%) as zozo
     1.2% ( 4.4%) as tomb
TOP_FREEZE appears in 16.0% of seeds:
     4.0% (24.9%) as serpent
     3.5% (21.7%) as ruintown
     2.2% (13.7%) as espers
     2.0% (12.5%) as awakening
     1.6% ( 9.9%) as forest
     1.4% ( 8.9%) as dream
     1.3% ( 8.4%) as tomb
TOP_HARMONY appears in 12.4% of seeds:
     3.6% (28.8%) as moogles
     3.1% (24.7%) as village
     2.1% (16.6%) as relm
     1.9% (15.2%) as town
     1.8% (14.7%) as strago
TOP_MINT appears in 13.9% of seeds:
     3.8% (27.2%) as awakening
     3.0% (21.8%) as rachel
     2.6% (19.0%) as celes
     1.8% (13.0%) as ruintown
     1.4% (10.1%) as omen3
     1.3% ( 9.1%) as tomb
TOP_MORLIA appears in 8.7% of seeds:
     3.0% (34.6%) as ancient
     2.1% (24.1%) as gate
     2.1% (23.6%) as phoenix
     1.5% (17.7%) as zozo
TOP_RESUR appears in 19.0% of seeds:
     2.9% (15.1%) as empire
     2.7% (14.3%) as fanatics
     2.1% (10.9%) as owzer
     2.0% (10.7%) as gate
     1.9% (10.1%) as phoenix
     1.8% ( 9.4%) as catastrophe
     1.6% ( 8.3%) as assault
     1.4% ( 7.4%) as ancient
     1.3% ( 7.0%) as zozo
     1.3% ( 6.7%) as tomb
TOP_SPIRIT appears in 7.2% of seeds:
     2.6% (36.3%) as boss
     2.2% (30.7%) as unforgiven
     1.7% (23.1%) as atma
     0.7% ( 9.8%) as grandfinale
TOP_SYLPHS appears in 6.0% of seeds:
     1.8% (29.1%) as ruin
     1.6% (26.8%) as forest
     1.3% (22.2%) as tomb
     1.3% (21.9%) as omen3
TOP_TREANT appears in 17.7% of seeds:
     3.2% (18.3%) as daryl
     2.8% (16.0%) as forest
     2.8% (15.7%) as coin
     2.0% (11.4%) as serpent
     1.9% (10.8%) as espers
     1.5% ( 8.6%) as cave
     1.5% ( 8.4%) as omen3
     1.0% ( 5.8%) as tomb
     0.9% ( 5.0%) as ruin
TOP_VICTORY appears in 6.0% of seeds:
     6.0% (100.0%) as fanfare
TOP_WORLD1 appears in 8.8% of seeds:
     5.2% (59.0%) as balance
     2.1% (23.4%) as falcon
     1.6% (17.6%) as omen3
TOP_WORLD3 appears in 16.3% of seeds:
     4.4% (26.9%) as falcon
     2.3% (14.0%) as umaro
     2.0% (12.4%) as ktower
     1.7% (10.5%) as johnny
     1.7% (10.2%) as mount2
     1.4% ( 8.8%) as ancient
     1.4% ( 8.7%) as zozo
     1.4% ( 8.5%) as floating
TOTR_AQUARIANS appears in 13.4% of seeds:
     4.5% (33.9%) as umaro
     2.8% (20.8%) as empire
     2.1% (15.9%) as gate
     1.7% (12.6%) as ancient
     1.4% (10.6%) as train
     0.8% ( 6.2%) as ruin
TOTR_ARROW appears in 4.4% of seeds:
     3.6% (82.2%) as boss
     0.8% (17.8%) as grandfinale
TOTR_BATTLE appears in 15.5% of seeds:
     2.5% (16.3%) as magitek
     2.4% (15.5%) as battle
     2.4% (15.2%) as bat2
     2.2% (14.5%) as engine
     1.8% (11.9%) as unforgiven
     1.8% (11.9%) as bat3
     1.7% (10.9%) as serpent
     0.6% ( 3.9%) as grandfinale
TOTR_DOWNFALL appears in 10.1% of seeds:
     5.9% (58.7%) as shadow
     1.5% (15.2%) as omen3
     1.5% (14.6%) as zozo
     1.2% (11.5%) as tomb
TOTR_MOUNTAIN appears in 14.8% of seeds:
     3.2% (21.7%) as locke
     3.0% (20.6%) as mount2
     2.3% (15.6%) as mountain
     2.2% (14.7%) as falcon
     2.1% (14.3%) as serpent
     1.9% (13.1%) as setzer
TOTR_PATHBOSS appears in 11.5% of seeds:
     2.8% (24.3%) as dmad5
     2.6% (23.0%) as atma
     2.2% (19.6%) as magitek
     2.0% (17.4%) as ktower
     1.0% ( 8.6%) as floating
     0.8% ( 7.1%) as grandfinale
TOTR_RUINS appears in 18.3% of seeds:
     2.9% (15.9%) as shadow
     2.6% (14.4%) as engine
     2.3% (12.6%) as gogo
     1.8% (10.0%) as serpent
     1.8% ( 9.9%) as gate
     1.6% ( 8.9%) as ancient
     1.5% ( 8.0%) as zozo
     1.4% ( 7.8%) as train
     1.1% ( 6.2%) as dream
     1.1% ( 6.2%) as tomb
TOTR_SBOSS appears in 10.1% of seeds:
     2.7% (27.1%) as bat3
     2.3% (22.8%) as bat4
     2.1% (21.4%) as boss
     2.1% (20.7%) as engine
     0.8% ( 8.1%) as grandfinale
TOTR_SHIP appears in 11.9% of seeds:
     6.2% (52.4%) as returners
     3.5% (29.6%) as figaro
     2.1% (18.0%) as setzer
TOTR_SION appears in 13.7% of seeds:
     2.6% (19.2%) as cyan
     2.5% (18.2%) as dream
     2.5% (18.0%) as gau
     1.8% (13.0%) as awakening
     1.6% (11.8%) as forest
     1.4% (10.1%) as prelude
     1.3% ( 9.7%) as train
TOTR_SPIRIT appears in 3.6% of seeds:
     2.9% (79.1%) as dmad5
     0.8% (20.9%) as grandfinale
TOTR_UNDERWORLD appears in 14.1% of seeds:
     2.6% (18.2%) as bat4
     2.5% (18.0%) as magitek
     2.3% (16.2%) as phoenix
     2.1% (15.1%) as floating
     1.9% (13.7%) as ktower
     1.9% (13.5%) as gate
     0.7% ( 5.2%) as grandfinale
TOTR_WIND appears in 13.2% of seeds:
     2.3% (17.7%) as strago
     2.2% (16.6%) as relm
     2.1% (16.2%) as mountain
     2.0% (15.1%) as awakening
     1.6% (12.0%) as moogles
     1.5% (11.6%) as prelude
     1.4% (10.8%) as village
TOTR_WORLDS appears in 20.5% of seeds:
     5.8% (28.3%) as rachel
     2.7% (13.1%) as celes
     2.0% ( 9.7%) as balance
     1.9% ( 9.1%) as serpent
     1.8% ( 8.5%) as awakening
     1.7% ( 8.3%) as phoenix
     1.4% ( 6.6%) as tomb
     1.3% ( 6.4%) as omen3
     1.3% ( 6.2%) as dream
     0.8% ( 3.7%) as ruin
TYR_THEME appears in 9.9% of seeds:
     2.3% (23.6%) as magitek
     2.2% (22.0%) as ktower
     1.5% (15.1%) as assault
     1.3% (13.5%) as omen3
     1.3% (13.2%) as floating
     1.3% (12.8%) as dream
UWNH_GAMEOVER appears in 8.0% of seeds:
     8.0% (100.0%) as death
WA2_DUNGEON2 appears in 11.7% of seeds:
     4.0% (33.8%) as gate
     2.7% (23.2%) as martiallaw
     2.1% (17.7%) as phoenix
     1.7% (14.1%) as mount2
     1.3% (11.1%) as zozo
WA2_GAMEOVER appears in 8.4% of seeds:
     8.4% (100.0%) as death
WA2_HEIMDAL appears in 9.2% of seeds:
     3.5% (38.7%) as assault
     2.1% (22.4%) as setzer
